INSERT INTO shift 0118,0001,0002,0001,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0119,0003,0005,0002,0002,0002,0004,1,2017-10-09
INSERT INTO shift 0120,0007,0003,0003,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0121,0009,0006,0003,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0122,0010,0006,0003,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0123,0011,0005,0002,0002,0002,0003,1,2017-10-09
INSERT INTO shift 0124,0012,0005,0001,0002,0002,0004,1,2017-10-09
INSERT INTO shift 0125,0013,0004,0003,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0126,0017,0006,0002,0002,0002,0004,1,2017-10-09
INSERT INTO shift 0127,0018,0001,0001,0002,0002,0002,0,2017-10-09
INSERT INTO shift 0128,0019,0004,0002,0002,0002,0001,1.5,2017-10-09
INSERT INTO shift 0129,0020,0006,0001,0002,0002,0002,0,2017-10-09
INSERT INTO shift 0130,0001,0004,0002,0002,0003,0004,1,2017-10-10
INSERT INTO shift 0131,0002,0006,0002,0002,0003,0003,1,2017-10-10
INSERT INTO shift 0132,0004,0004,0003,0002,0003,0004,1,2017-10-10
INSERT INTO shift 0133,0005,0005,0002,0002,0003,0002,0,2017-10-10
INSERT INTO shift 0134,0006,0005,0001,0002,0003,0003,1,2017-10-10
INSERT INTO shift 0135,0007,0003,0002,0002,0003,0002,0,2017-10-10
INSERT INTO shift 0136,0009,0006,0003,0002,0003,0001,1.5,2017-10-10
INSERT INTO shift 0137,0010,0002,0003,0002,0003,0001,1.5,2017-10-10
INSERT INTO shift 0138,0011,0005,0002,0002,0003,0001,1.5,2017-10-10
INSERT INTO shift 0139,0012,0001,0003,0002,0003,0003,1,2017-10-10
INSERT INTO shift 0140,0013,0002,0003,0002,0003,0004,1,2017-10-10
INSERT INTO shift 0141,0014,0002,0003,0002,0003,0004,1,2017-10-10
INSERT INTO shift 0142,0015,0004,0001,0002,0003,0002,0,2017-10-10
INSERT INTO shift 0143,0016,0004,0001,0002,0003,0003,1,2017-10-10
INSERT INTO shift 0144,0017,0005,0003,0002,0003,0003,1,2017-10-10
INSERT INTO shift 0145,0018,0006,0003,0002,0003,0002,0,2017-10-10
INSERT INTO shift 0146,0019,0001,0001,0002,0003,0001,1.5,2017-10-10
INSERT INTO shift 0147,0001,0005,0001,0002,0004,0002,0,2017-10-11
INSERT INTO shift 0148,0003,0002,0002,0002,0004,0003,1,2017-10-11
INSERT INTO shift 0149,0004,0002,0003,0002,0004,0004,1,2017-10-11
INSERT INTO shift 0150,0005,0006,0001,0002,0004,0002,0,2017-10-11
INSERT INTO shift 0151,0008,0003,0002,0002,0004,0002,0,2017-10-11
INSERT INTO shift 0152,0010,0001,0001,0002,0004,0003,1,2017-10-11
INSERT INTO shift 0153,0011,0002,0003,0002,0004,0001,1.5,2017-10-11
INSERT INTO shift 0154,0013,0002,0003,0002,0004,0001,1.5,2017-10-11
INSERT INTO shift 0155,0014,0001,0001,0002,0004,0001,1.5,2017-10-11
INSERT INTO shift 0156,0015,0004,0002,0002,0004,0003,1,2017-10-11
INSERT INTO shift 0157,0016,0002,0003,0002,0004,0002,0,2017-10-11
INSERT INTO shift 0158,0017,0004,0001,0002,0004,0001,1.5,2017-10-11
INSERT INTO shift 0159,0018,0002,0001,0002,0004,0002,0,2017-10-11
INSERT INTO shift 0160,0020,0006,0001,0002,0004,0003,1,2017-10-11
INSERT INTO shift 0161,0001,0005,0003,0002,0005,0002,0,2017-10-12
INSERT INTO shift 0162,0002,0006,0001,0002,0005,0003,1,2017-10-12
INSERT INTO shift 0163,0003,0005,0003,0002,0005,0004,1,2017-10-12
INSERT INTO shift 0164,0004,0001,0001,0002,0005,0001,1.5,2017-10-12
INSERT INTO shift 0165,0006,0001,0001,0002,0005,0001,1.5,2017-10-12
INSERT INTO shift 0166,0007,0004,0002,0002,0005,0003,1,2017-10-12
INSERT INTO shift 0167,0008,0001,0001,0002,0005,0004,1,2017-10-12
INSERT INTO shift 0168,0009,0006,0002,0002,0005,0002,0,2017-10-12
INSERT INTO shift 0169,0010,0002,0001,0002,0005,0003,1,2017-10-12
INSERT INTO shift 0170,0011,0005,0001,0002,0005,0004,1,2017-10-12
INSERT INTO shift 0171,0012,0001,0003,0002,0005,0004,1,2017-10-12
INSERT INTO shift 0172,0014,0001,0002,0002,0005,0001,1.5,2017-10-12
INSERT INTO shift 0173,0015,0003,0002,0002,0005,0004,1,2017-10-12
INSERT INTO shift 0174,0016,0004,0002,0002,0005,0002,0,2017-10-12
INSERT INTO shift 0175,0019,0002,0002,0002,0005,0003,1,2017-10-12
INSERT INTO shift 0176,0020,0006,0002,0002,0005,0001,1.5,2017-10-12
INSERT INTO shift 0177,0001,0003,0002,0002,0006,0001,1.5,2017-10-13
INSERT INTO shift 0178,0002,0006,0001,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0179,0003,0004,0002,0002,0006,0003,1,2017-10-13
INSERT INTO shift 0180,0005,0001,0001,0002,0006,0001,1.5,2017-10-13
INSERT INTO shift 0181,0006,0006,0003,0002,0006,0002,0,2017-10-13
INSERT INTO shift 0182,0007,0005,0003,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0183,0008,0005,0002,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0184,0009,0005,0003,0002,0006,0002,0,2017-10-13
INSERT INTO shift 0185,0017,0006,0001,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0186,0018,0004,0002,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0187,0019,0005,0002,0002,0006,0004,1,2017-10-13
INSERT INTO shift 0188,0020,0001,0003,0002,0006,0001,1.5,2017-10-13
INSERT INTO shift 0189,0002,0005,0004,0002,0007,0002,0,2017-10-14
INSERT INTO shift 0190,0004,0004,0004,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0191,0005,0003,0005,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0192,0006,0006,0004,0002,0007,0001,2,2017-10-14
INSERT INTO shift 0193,0008,0002,0005,0002,0007,0001,2,2017-10-14
INSERT INTO shift 0194,0012,0004,0005,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0195,0013,0003,0004,0002,0007,0004,1.5,2017-10-14
INSERT INTO shift 0196,0014,0006,0005,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0197,0015,0004,0005,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0198,0016,0004,0004,0002,0007,0004,1.5,2017-10-14
INSERT INTO shift 0199,0017,0006,0004,0002,0007,0003,1.5,2017-10-14
INSERT INTO shift 0200,0018,0004,0004,0002,0007,0002,0,2017-10-14
INSERT INTO shift 0201,0001,0004,0004,0003,0001,0002,0,2017-10-15
INSERT INTO shift 0202,0002,0002,0005,0003,0001,0003,1.5,2017-10-15
INSERT INTO shift 0203,0003,0005,0005,0003,0001,0002,0,2017-10-15
INSERT INTO shift 0204,0005,0001,0005,0003,0001,0003,1.5,2017-10-15
INSERT INTO shift 0205,0006,0005,0004,0003,0001,0001,2,2017-10-15
INSERT INTO shift 0206,0008,0001,0004,0003,0001,0004,1.5,2017-10-15
INSERT INTO shift 0207,0009,0003,0004,0003,0001,0003,1.5,2017-10-15
INSERT INTO shift 0208,0012,0003,0004,0003,0001,0003,1.5,2017-10-15
INSERT INTO shift 0209,0013,0001,0005,0003,0001,0004,1.5,2017-10-15
INSERT INTO shift 0210,0014,0002,0004,0003,0001,0002,0,2017-10-15
INSERT INTO shift 0211,0015,0006,0005,0003,0001,0002,0,2017-10-15
INSERT INTO shift 0212,0016,0002,0004,0003,0001,0004,1.5,2017-10-15
INSERT INTO shift 0213,0017,0006,0005,0003,0001,0002,0,2017-10-15
INSERT INTO shift 0214,0018,0004,0005,0003,0001,0004,1.5,2017-10-15
INSERT INTO shift 0215,0019,0004,0004,0003,0001,0004,1.5,2017-10-15
INSERT INTO shift 0216,0020,0005,0005,0003,0001,0003,1.5,2017-10-15
INSERT INTO shift 0217,0002,0002,0003,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0218,0003,0005,0001,0003,0002,0003,1,2017-10-16
INSERT INTO shift 0219,0004,0006,0002,0003,0002,0004,1,2017-10-16
INSERT INTO shift 0220,0005,0005,0003,0003,0002,0003,1,2017-10-16
INSERT INTO shift 0221,0006,0006,0003,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0222,0007,0004,0002,0003,0002,0003,1,2017-10-16
INSERT INTO shift 0223,0008,0003,0003,0003,0002,0003,1,2017-10-16
INSERT INTO shift 0224,0010,0004,0001,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0225,0011,0001,0002,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0226,0012,0002,0003,0003,0002,0004,1,2017-10-16
INSERT INTO shift 0227,0016,0006,0003,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0228,0017,0006,0002,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0229,0019,0001,0003,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0230,0020,0001,0003,0003,0002,0001,1.5,2017-10-16
INSERT INTO shift 0231,0001,0004,0001,0003,0003,0003,1,2017-10-17
INSERT INTO shift 0232,0003,0005,0002,0003,0003,0002,0,2017-10-17
INSERT INTO shift 0233,0004,0002,0002,0003,0003,0003,1,2017-10-17
INSERT INTO shift 0234,0007,0006,0003,0003,0003,0001,1.5,2017-10-17
INSERT INTO shift 0235,0008,0003,0002,0003,0003,0003,1,2017-10-17
INSERT INTO shift 0236,0010,0003,0001,0003,0003,0004,1,2017-10-17
INSERT INTO shift 0237,0013,0001,0003,0003,0003,0004,1,2017-10-17
INSERT INTO shift 0238,0014,0001,0001,0003,0003,0002,0,2017-10-17
INSERT INTO shift 0239,0015,0001,0002,0003,0003,0004,1,2017-10-17
INSERT INTO shift 0240,0017,0004,0003,0003,0003,0002,0,2017-10-17
INSERT INTO shift 0241,0019,0004,0001,0003,0003,0001,1.5,2017-10-17
INSERT INTO shift 0242,0001,0005,0003,0003,0004,0004,1,2017-10-18
INSERT INTO shift 0243,0004,0001,0003,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0244,0005,0002,0002,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0245,0006,0006,0003,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0246,0007,0006,0003,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0247,0009,0001,0003,0003,0004,0004,1,2017-10-18
INSERT INTO shift 0248,0010,0004,0001,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0249,0011,0004,0001,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0250,0012,0003,0003,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0251,0013,0001,0003,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0252,0014,0006,0002,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0253,0015,0002,0002,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0254,0016,0004,0001,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0255,0018,0001,0003,0003,0004,0002,0,2017-10-18
INSERT INTO shift 0256,0019,0004,0002,0003,0004,0003,1,2017-10-18
INSERT INTO shift 0257,0001,0002,0001,0003,0005,0003,1,2017-10-19
INSERT INTO shift 0258,0002,0003,0002,0003,0005,0002,0,2017-10-19
INSERT INTO shift 0259,0003,0001,0003,0003,0005,0002,0,2017-10-19
INSERT INTO shift 0260,0004,0006,0003,0003,0005,0002,0,2017-10-19
INSERT INTO shift 0261,0007,0006,0001,0003,0005,0003,1,2017-10-19
INSERT INTO shift 0262,0009,0001,0001,0003,0005,0001,1.5,2017-10-19
INSERT INTO shift 0263,0011,0005,0002,0003,0005,0004,1,2017-10-19
INSERT INTO shift 0264,0013,0003,0001,0003,0005,0002,0,2017-10-19
INSERT INTO shift 0265,0015,0001,0003,0003,0005,0001,1.5,2017-10-19
INSERT INTO shift 0266,0016,0006,0001,0003,0005,0003,1,2017-10-19
INSERT INTO shift 0267,0018,0004,0002,0003,0005,0004,1,2017-10-19
INSERT INTO shift 0268,0020,0006,0002,0003,0005,0002,0,2017-10-19
INSERT INTO shift 0269,0002,0005,0003,0003,0006,0001,1.5,2017-10-20
INSERT INTO shift 0270,0005,0006,0001,0003,0006,0003,1,2017-10-20
INSERT INTO shift 0271,0006,0006,0001,0003,0006,0001,1.5,2017-10-20
INSERT INTO shift 0272,0008,0006,0003,0003,0006,0001,1.5,2017-10-20
INSERT INTO shift 0273,0009,0005,0001,0003,0006,0004,1,2017-10-20
INSERT INTO shift 0274,0010,0001,0003,0003,0006,0002,0,2017-10-20
INSERT INTO shift 0275,0011,0004,0001,0003,0006,0004,1,2017-10-20
INSERT INTO shift 0276,0012,0003,0001,0003,0006,0003,1,2017-10-20
INSERT INTO shift 0277,0014,0005,0001,0003,0006,0004,1,2017-10-20
INSERT INTO shift 0278,0017,0003,0001,0003,0006,0004,1,2017-10-20
INSERT INTO shift 0279,0018,0005,0001,0003,0006,0003,1,2017-10-20
INSERT INTO shift 0280,0020,0002,0002,0003,0006,0003,1,2017-10-20
INSERT INTO shift 0281,0001,0004,0004,0003,0007,0003,1.5,2017-10-21
INSERT INTO shift 0282,0002,0002,0004,0003,0007,0003,1.5,2017-10-21
INSERT INTO shift 0283,0003,0002,0005,0003,0007,0002,0,2017-10-21
INSERT INTO shift 0284,0004,0005,0004,0003,0007,0002,0,2017-10-21
INSERT INTO shift 0285,0005,0004,0004,0003,0007,0004,1.5,2017-10-21
INSERT INTO shift 0286,0006,0004,0005,0003,0007,0003,1.5,2017-10-21
INSERT INTO shift 0287,0007,0004,0005,0003,0007,0003,1.5,2017-10-21
INSERT INTO shift 0288,0008,0003,0004,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0289,0009,0006,0005,0003,0007,0002,0,2017-10-21
INSERT INTO shift 0290,0010,0004,0005,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0291,0011,0003,0005,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0292,0012,0002,0005,0003,0007,0004,1.5,2017-10-21
INSERT INTO shift 0293,0013,0001,0004,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0294,0014,0005,0005,0003,0007,0002,0,2017-10-21
INSERT INTO shift 0295,0015,0002,0004,0003,0007,0004,1.5,2017-10-21
INSERT INTO shift 0296,0016,0005,0005,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0297,0017,0005,0005,0003,0007,0003,1.5,2017-10-21
INSERT INTO shift 0298,0018,0002,0005,0003,0007,0004,1.5,2017-10-21
INSERT INTO shift 0299,0019,0005,0004,0003,0007,0004,1.5,2017-10-21
INSERT INTO shift 0300,0020,0001,0005,0003,0007,0001,2,2017-10-21
INSERT INTO shift 0301,0001,0001,0005,0004,0001,0003,1.5,2017-10-22
INSERT INTO shift 0302,0002,0004,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0303,0003,0002,0004,0004,0001,0001,2,2017-10-22
INSERT INTO shift 0304,0004,0001,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0305,0005,0004,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0306,0006,0001,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0307,0007,0002,0004,0004,0001,0003,1.5,2017-10-22
INSERT INTO shift 0308,0008,0005,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0309,0009,0005,0004,0004,0001,0004,1.5,2017-10-22
INSERT INTO shift 0310,0010,0002,0004,0004,0001,0004,1.5,2017-10-22
INSERT INTO shift 0311,0012,0005,0005,0004,0001,0004,1.5,2017-10-22
INSERT INTO shift 0312,0013,0006,0005,0004,0001,0003,1.5,2017-10-22
INSERT INTO shift 0313,0014,0004,0004,0004,0001,0001,2,2017-10-22
INSERT INTO shift 0314,0015,0002,0004,0004,0001,0003,1.5,2017-10-22
INSERT INTO shift 0315,0017,0006,0005,0004,0001,0004,1.5,2017-10-22
INSERT INTO shift 0316,0020,0003,0005,0004,0001,0002,0,2017-10-22
INSERT INTO shift 0317,0001,0004,0002,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0318,0002,0002,0002,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0319,0006,0004,0003,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0320,0007,0001,0001,0004,0002,0004,1,2017-10-23
INSERT INTO shift 0321,0010,0003,0001,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0322,0011,0006,0003,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0323,0013,0006,0001,0004,0002,0002,0,2017-10-23
INSERT INTO shift 0324,0015,0001,0002,0004,0002,0002,0,2017-10-23
INSERT INTO shift 0325,0016,0006,0002,0004,0002,0001,1.5,2017-10-23
INSERT INTO shift 0326,0017,0005,0001,0004,0002,0002,0,2017-10-23
INSERT INTO shift 0327,0018,0003,0003,0004,0002,0002,0,2017-10-23
INSERT INTO shift 0328,0019,0004,0001,0004,0002,0003,1,2017-10-23
INSERT INTO shift 0329,0020,0001,0002,0004,0002,0003,1,2017-10-23
INSERT INTO shift 0330,0001,0001,0003,0004,0003,0001,1.5,2017-10-24
INSERT INTO shift 0331,0003,0006,0001,0004,0003,0001,1.5,2017-10-24
INSERT INTO shift 0332,0004,0002,0003,0004,0003,0004,1,2017-10-24
INSERT INTO shift 0333,0005,0005,0001,0004,0003,0004,1,2017-10-24
INSERT INTO shift 0334,0006,0001,0001,0004,0003,0003,1,2017-10-24
INSERT INTO shift 0335,0007,0003,0002,0004,0003,0002,0,2017-10-24
INSERT INTO shift 0336,0008,0004,0003,0004,0003,0004,1,2017-10-24
INSERT INTO shift 0337,0009,0003,0001,0004,0003,0001,1.5,2017-10-24
INSERT INTO shift 0338,0010,0006,0002,0004,0003,0002,0,2017-10-24
INSERT INTO shift 0339,0011,0002,0002,0004,0003,0004,1,2017-10-24
INSERT INTO shift 0340,0012,0002,0003,0004,0003,0004,1,2017-10-24
INSERT INTO shift 0341,0014,0004,0003,0004,0003,0002,0,2017-10-24
INSERT INTO shift 0342,0015,0004,0001,0004,0003,0001,1.5,2017-10-24
INSERT INTO shift 0343,0017,0003,0002,0004,0003,0002,0,2017-10-24
INSERT INTO shift 0344,0020,0002,0002,0004,0003,0002,0,2017-10-24
